judet,totalsomeridincare:,farastudii,invatamantprimar,invatamantgimnazial,invatamantliceal,invatamantposticeal,invatamantprofesional/artesimeserii,invatamantuniversitar,origin,judet.1,numartotalsomeri,numartotalsomerifemei,numartotalsomeribarbati,numartotalsomeridinmediulurban,numarsomerifemeidinmediulurban,numarsomeribarbatidinmediulurban,numartotalsomeridinmediulrural,numarsomerifemeidinmediulrural,numarsomeribarbatidinmediulrural,origin.1,judet.2,numartotalsomeri.1,numartotalsomerifemei.1,numartotalsomeribarbati.1,numarsomeriindemnizati,numarsomerineindemnizati,ratasomajului(%),ratasomajuluifeminina(%),ratasomajuluimasculina(%),origin.2,judet.3,total,sub25ani,2529ani,3039ani,4049ani,5055ani,peste55ani,origin.3,year,month,yearmonth
bistrita,3450,294,333,1185,901,66,474,197,19-04-educatie,bistrita,3450,1742,1708,1232,750,482,2218,992,1226,19-04-medii,bistrita,3450,1742,1708,1521,1929,2.9,2.81,2.97,19-04-rata,bistrita,3450,353,199,640,909,704,645,19-04-varsta,2019,4,201904
botosani,3813,195,1154,1142,593,46,560,123,19-04-educatie,botosani,3813,1608,2205,1270,570,700,2543,1038,1505,19-04-medii,botosani,3813,1608,2205,761,3052,2.9,2.81,2.97,19-04-rata,botosani,3813,235,154,587,1199,696,942,19-04-varsta,2019,4,201904
braila,4754,731,1184,1789,374,41,486,149,19-04-educatie,braila,4754,1881,2873,1151,531,620,3603,1350,2253,19-04-medii,braila,4754,1881,2873,581,4173,2.9,2.81,2.97,19-04-rata,braila,4754,445,242,857,1444,662,1104,19-04-varsta,2019,4,201904
brasov,5471,1351,1262,1399,838,47,313,261,19-04-educatie,brasov,5471,2454,3017,1557,825,732,3914,1629,2285,19-04-medii,brasov,5471,2454,3017,888,4583,2.9,2.81,2.97,19-04-rata,brasov,5471,494,394,1257,1361,931,1034,19-04-varsta,2019,4,201904
bucuresti,15575,27,131,2648,5296,300,2784,4389,19-04-educatie,buc,15575,8346,7229,15575,8346,7229,0,0,0,19-04-medii,buc,15575,8346,7229,1991,13584,2.9,2.81,2.97,19-04-rata,buc,15575,174,1368,3918,4551,2867,2697,19-04-varsta,2019,4,201904
buzau,11615,2476,2528,3995,901,54,1557,104,19-04-educatie,buzau,11615,4595,7020,1886,944,942,9729,3651,6078,19-04-medii,buzau,11615,4595,7020,1211,10404,2.9,2.81,2.97,19-04-rata,buzau,11615,703,514,2078,3527,2100,2693,19-04-varsta,2019,4,201904
calarasi,3455,422,944,1235,588,24,186,56,19-04-educatie,calarasi,3455,1634,1821,711,346,365,2744,1288,1456,19-04-medii,calarasi,3455,1634,1821,440,3015,2.9,2.81,2.97,19-04-rata,calarasi,3455,399,171,677,918,588,702,19-04-varsta,2019,4,201904
caras,3200,715,369,744,825,52,314,181,19-04-educatie,caras,3200,1399,1801,1327,592,735,1873,807,1066,19-04-medii,cara?,3200,1399,1801,958,2242,2.9,2.81,2.97,19-04-rata,caras,3200,265,168,499,906,645,717,19-04-varsta,2019,4,201904
cluj,4556,961,670,1054,701,97,656,417,19-04-educatie,cluj,4556,2286,2270,1938,1147,791,2618,1139,1479,19-04-medii,cluj,4556,2286,2270,1175,3381,2.9,2.81,2.97,19-04-rata,cluj,4556,421,295,900,1242,843,855,19-04-varsta,2019,4,201904
constanta,6195,850,1077,1827,1310,70,631,430,19-04-educatie,constanta,6195,3491,2704,3113,1978,1135,3082,1513,1569,19-04-medii,constanta,6195,3491,2704,2241,3954,2.9,2.81,2.97,19-04-rata,constanta,6195,495,275,1160,1679,1229,1357,19-04-varsta,2019,4,201904
covasna,2678,496,1105,580,233,31,179,54,19-04-educatie,covasna,2678,1185,1493,707,360,347,1971,825,1146,19-04-medii,covasna,2678,1185,1493,392,2286,2.9,2.81,2.97,19-04-rata,covasna,2678,386,197,600,695,356,444,19-04-varsta,2019,4,201904
dambovita,6679,728,1230,2015,1612,46,835,213,19-04-educatie,dambovita,6679,3170,3509,1072,577,495,5607,2593,3014,19-04-medii,dambovita,6679,3170,3509,826,5853,2.9,2.81,2.97,19-04-rata,dambovita,6679,1109,289,956,1587,1198,1540,19-04-varsta,2019,4,201904
dolj,18905,3125,6452,5300,2971,103,615,339,19-04-educatie,dolj,18905,7713,11192,2693,1413,1280,16212,6300,9912,19-04-medii,dolj,18905,7713,11192,2065,16840,2.9,2.81,2.97,19-04-rata,dolj,18905,1465,1050,3386,5702,3539,3763,19-04-varsta,2019,4,201904
galati,10676,1475,2158,4527,1188,113,916,299,19-04-educatie,galati,10676,4527,6149,1747,951,796,8929,3576,5353,19-04-medii,galati,10676,4527,6149,1223,9453,2.9,2.81,2.97,19-04-rata,galati,10676,621,381,1629,3394,2145,2506,19-04-varsta,2019,4,201904
giurgiu,1794,268,301,622,387,15,136,65,19-04-educatie,giurgiu,1794,1019,775,524,349,175,1270,670,600,19-04-medii,giurgiu,1794,1019,775,365,1429,2.9,2.81,2.97,19-04-rata,giurgiu,1794,219,96,287,403,369,420,19-04-varsta,2019,4,201904
gorj,5117,465,338,1563,1640,139,659,313,19-04-educatie,gorj,5117,2341,2776,1567,847,720,3550,1494,2056,19-04-medii,gorj,5117,2341,2776,1610,3507,2.9,2.81,2.97,19-04-rata,gorj,5117,455,203,815,1429,864,1351,19-04-varsta,2019,4,201904
harghita,4997,1261,1303,959,731,49,509,185,19-04-educatie,harghita,4997,2185,2812,1476,747,729,3521,1438,2083,19-04-medii,harghita,4997,2185,2812,1117,3880,2.9,2.81,2.97,19-04-rata,harghita,4997,656,343,1137,1355,719,787,19-04-varsta,2019,4,201904
hunedoara,5798,514,508,1568,1428,118,1132,530,19-04-educatie,hunedoara,5798,2953,2845,3893,2018,1875,1905,935,970,19-04-medii,hunedoara,5798,2953,2845,2730,3068,2.9,2.81,2.97,19-04-rata,hunedoara,5798,481,301,1085,1856,1044,1031,19-04-varsta,2019,4,201904
ialomita,4736,527,1142,1661,870,45,439,52,19-04-educatie,ialomita,4736,2072,2664,1499,729,770,3237,1343,1894,19-04-medii,ialomita,4736,2072,2664,917,3819,2.9,2.81,2.97,19-04-rata,ialomita,4736,351,193,787,1407,929,1069,19-04-varsta,2019,4,201904
iasi,8657,721,1820,3096,603,62,2058,297,19-04-educatie,iasi,8657,3810,4847,1264,661,603,7393,3149,4244,19-04-medii,iasi,8657,3810,4847,871,7786,2.9,2.81,2.97,19-04-rata,iasi,8657,603,230,1296,2513,1750,2265,19-04-varsta,2019,4,201904
ilfov,897,134,310,157,149,6,68,73,19-04-educatie,ilfov,897,485,412,171,106,65,726,379,347,19-04-medii,ilfov,897,485,412,299,598,2.9,2.81,2.97,19-04-rata,ilfov,897,106,43,175,267,134,172,19-04-varsta,2019,4,201904
maramures,6161,194,2639,1497,923,99,509,300,19-04-educatie,maramures,6161,2978,3183,3051,1497,1554,3110,1481,1629,19-04-medii,maramures,6161,2978,3183,1232,4929,2.9,2.81,2.97,19-04-rata,maramures,6161,976,438,1262,1631,980,874,19-04-varsta,2019,4,201904
mehedinti,7154,0,1563,3498,1104,38,857,94,19-04-educatie,mehedinti,7154,2920,4234,1209,543,666,5945,2377,3568,19-04-medii,mehedinti,7154,2920,4234,1105,6049,2.9,2.81,2.97,19-04-rata,mehedinti,7154,331,211,1647,2584,1097,1284,19-04-varsta,2019,4,201904
mures,6184,1141,2229,1531,497,61,579,146,19-04-educatie,mures,6184,2676,3508,1088,572,516,5096,2104,2992,19-04-medii,mures,6184,2676,3508,963,5221,2.9,2.81,2.97,19-04-rata,mures,6184,852,390,1490,1656,878,918,19-04-varsta,2019,4,201904
neamt,7308,1012,1184,2343,1298,53,1239,179,19-04-educatie,neamt,7308,3095,4213,1167,589,578,6141,2506,3635,19-04-medii,neamt,7308,3095,4213,1220,6088,2.9,2.81,2.97,19-04-rata,neamt,7308,658,345,1244,2133,1384,1544,19-04-varsta,2019,4,201904
olt,8802,2410,855,3078,2097,70,262,30,19-04-educatie,olt,8802,3681,5121,1799,924,875,7003,2757,4246,19-04-medii,olt,8802,3681,5121,1164,7638,2.9,2.81,2.97,19-04-rata,olt,8802,619,359,1391,2696,1726,2011,19-04-varsta,2019,4,201904
prahova,6605,626,1525,1629,1232,124,1076,393,19-04-educatie,prahova,6605,3167,3438,2128,1144,984,4477,2023,2454,19-04-medii,prahova,6605,3167,3438,2205,4400,2.9,2.81,2.97,19-04-rata,prahova,6605,451,267,1162,2047,1389,1289,19-04-varsta,2019,4,201904
salaj,4292,634,1311,1129,742,43,281,152,19-04-educatie,salaj,4292,1783,2509,827,447,380,3465,1336,2129,19-04-medii,salaj,4292,1783,2509,738,3554,2.9,2.81,2.97,19-04-rata,salaj,4292,580,318,928,1090,720,656,19-04-varsta,2019,4,201904
satumare,3597,468,1708,951,193,12,197,68,19-04-educatie,satumare,3597,1588,2009,689,352,337,2908,1236,1672,19-04-medii,satum,3597,1588,2009,400,3197,2.9,2.81,2.97,19-04-rata,satumare,3597,420,243,899,1029,497,509,19-04-varsta,2019,4,201904
sibiu,3423,552,956,835,561,37,272,210,19-04-educatie,sibiu,3423,1578,1845,1090,541,549,2333,1037,1296,19-04-medii,sibiu,3423,1578,1845,919,2504,2.9,2.81,2.97,19-04-rata,sibiu,3423,346,217,661,920,570,709,19-04-varsta,2019,4,201904
suceava,10635,1087,1944,3041,1706,186,2340,331,19-04-educatie,suceava,10635,4529,6106,2779,1381,1398,7856,3148,4708,19-04-medii,suceava,10635,4529,6106,2813,7822,2.9,2.81,2.97,19-04-rata,suceava,10635,1294,735,2069,3067,1563,1907,19-04-varsta,2019,4,201904
teleorman,10145,610,1241,5642,1683,37,881,51,19-04-educatie,teleorman,10145,4191,5954,2141,1084,1057,8004,3107,4897,19-04-medii,teleorman,10145,4191,5954,1351,8794,2.9,2.81,2.97,19-04-rata,teleorman,10145,706,539,1828,2885,2025,2162,19-04-varsta,2019,4,201904
timis,2421,382,219,476,496,36,455,357,19-04-educatie,timis,2421,1260,1161,1138,624,514,1283,636,647,19-04-medii,timis,2421,1260,1161,1175,1246,2.9,2.81,2.97,19-04-rata,timis,2421,213,83,460,774,407,484,19-04-varsta,2019,4,201904
tulcea,2667,0,543,1394,563,0,133,34,19-04-educatie,tulcea,2667,1264,1403,707,405,302,1960,859,1101,19-04-medii,tulcea,2667,1264,1403,674,1993,2.9,2.81,2.97,19-04-rata,tulcea,2667,433,190,433,688,491,432,19-04-varsta,2019,4,201904
valcea,4595,247,497,1305,1029,100,1110,307,19-04-educatie,valcea,4595,2169,2426,1569,827,742,3026,1342,1684,19-04-medii,valcea,4595,2169,2426,1610,2985,2.9,2.81,2.97,19-04-rata,valcea,4595,359,213,821,1413,1028,761,19-04-varsta,2019,4,201904
vaslui,10480,603,2066,4041,1670,59,1986,55,19-04-educatie,vaslui,10480,4090,6390,1190,553,637,9290,3537,5753,19-04-medii,vaslui,10480,4090,6390,819,9661,2.9,2.81,2.97,19-04-rata,vaslui,10480,441,312,1778,3657,2087,2205,19-04-varsta,2019,4,201904
vrancea,5096,597,1462,1818,759,45,297,118,19-04-educatie,vrancea,5096,2160,2936,983,471,512,4113,1689,2424,19-04-medii,vrancea,5096,2160,2936,684,4412,2.9,2.81,2.97,19-04-rata,vrancea,5096,468,252,858,1367,964,1187,19-04-varsta,2019,4,201904
alba,4721,658,732,1499,807,39,767,219,19-05-educatie,alba,4721,2094,2627,1647,836,811,3074,1258,1816,19-05-medii,alba,4721,2094,2627,1406,3315,2.81,2.74,2.88,19-05-rata,alba,4721,396,271,941,1343,861,909,19-05-varsta,2019,5,201905
arad,2288,344,617,529,402,24,220,152,19-05-educatie,arad,2288,1144,1144,783,413,370,1505,731,774,19-05-medii,arad,2288,1144,1144,688,1600,1.07,1.22,0.92,19-05-rata,arad,2288,231,115,303,609,455,575,19-05-varsta,2019,5,201905
arges,7362,697,1852,2430,980,74,1045,284,19-05-educatie,arges,7362,3458,3904,1135,645,490,6227,2813,3414,19-05-medii,arges,7362,3458,3904,1703,5659,2.83,2.86,2.8,19-05-rata,arges,7362,589,410,1414,2084,1405,1460,19-05-varsta,2019,5,201905
bacau,10830,1824,1345,1532,3224,61,2616,228,19-05-educatie,bacau,10830,4308,6522,2364,962,1402,8466,3346,5120,19-05-medii,bacau,10830,4308,6522,1431,9399,5.12,4.72,5.52,19-05-rata,bacau,10830,874,791,2053,2886,2116,2110,19-05-varsta,2019,5,201905
bihor,3316,437,662,656,696,64,427,374,19-05-educatie,bihor,3316,1748,1568,1115,670,445,2201,1078,1123,19-05-medii,bihor,3316,1748,1568,1388,1928,1.24,1.43,1.05,19-05-rata,bihor,3316,243,186,624,920,709,634,19-05-varsta,2019,5,201905
bistrita,3339,170,327,931,1109,59,555,188,19-05-educatie,bistrita,3339,1665,1674,1141,673,468,2198,992,1206,19-05-medii,bistrita,3339,1665,1674,1401,1938,2.54,2.91,2.17,19-05-rata,bistrita,3339,330,177,611,898,705,618,19-05-varsta,2019,5,201905
botosani,3616,193,1102,1072,502,43,589,115,19-05-educatie,botosani,3616,1584,2032,1223,573,650,2393,1011,1382,19-05-medii,botosani,3616,1584,2032,704,2912,2.65,2.47,2.83,19-05-rata,botosani,3616,223,142,564,1112,661,914,19-05-varsta,2019,5,201905
braila,4506,720,1124,1684,354,38,438,148,19-05-educatie,braila,4506,1815,2691,1087,512,575,3419,1303,2116,19-05-medii,braila,5401,2433,2968,892,4509,2.07,2.21,1.93,19-05-rata,braila,4506,408,231,814,1355,629,1069,19-05-varsta,2019,5,201905
brasov,5401,1291,1259,584,1370,54,580,263,19-05-educatie,brasov,5401,2433,2968,1534,813,721,3867,1620,2247,19-05-medii,brasov,4506,1815,2691,494,4012,3.59,3.22,3.96,19-05-rata,brasov,5401,487,378,1209,1355,937,1035,19-05-varsta,2019,5,201905
bucuresti,15559,25,135,2644,5278,294,2804,4379,19-05-educatie,buc,15559,8319,7240,15559,8319,7240,0,0,0,19-05-medii,buc,15559,8319,7240,1927,13632,1.3,1.41,1.19,19-05-rata,buc,15559,138,1357,3926,4584,2857,2697,19-05-varsta,2019,5,201905
buzau,11303,2229,2434,3857,1037,56,1581,109,19-05-educatie,buzau,11303,4506,6797,1872,944,928,9431,3562,5869,19-05-medii,buzau,11303,4506,6797,1187,10116,6.53,5.7,7.36,19-05-rata,buzau,11303,666,465,2012,3421,2099,2640,19-05-varsta,2019,5,201905
calarasi,3273,385,893,1105,488,22,327,53,19-05-educatie,calarasi,3273,1548,1725,663,328,335,2610,1220,1390,19-05-medii,calarasi,3080,1372,1708,899,2181,2.82,2.81,2.83,19-05-rata,calarasi,3273,359,156,649,863,568,678,19-05-varsta,2019,5,201905
caras,3080,556,368,691,850,59,390,166,19-05-educatie,caras,3080,1372,1708,1215,566,649,1865,806,1059,19-05-medii,caras,3273,1548,1725,381,2892,3.6,3.63,3.57,19-05-rata,caras,3080,237,173,494,868,618,690,19-05-varsta,2019,5,201905
cluj,4637,926,688,1044,762,93,707,417,19-05-educatie,cluj,4637,2330,2307,1938,1147,791,2699,1183,1516,19-05-medii,cluj,4637,2330,2307,1171,3466,1.27,1.45,1.09,19-05-rata,cluj,4637,409,293,873,1341,870,851,19-05-varsta,2019,5,201905
constanta,5514,881,771,1288,1612,59,519,384,19-05-educatie,constanta,5514,2954,2560,2672,1640,1032,2842,1314,1528,19-05-medii,constanta,5514,2954,2560,1695,3819,1.88,2.35,1.41,19-05-rata,constanta,5514,423,259,1045,1497,1041,1249,19-05-varsta,2019,5,201905
covasna,2577,475,1047,569,237,30,170,49,19-05-educatie,covasna,2577,1141,1436,685,347,338,1892,794,1098,19-05-medii,covasna,2577,1141,1436,370,2207,3.0,2.87,3.13,19-05-rata,covasna,2577,372,196,566,668,341,434,19-05-varsta,2019,5,201905
dambovita,6573,696,1196,2010,1597,47,811,216,19-05-educatie,dambovita,6573,3100,3473,1075,580,495,5498,2520,2978,19-05-medii,dambovita,6573,3100,3473,830,5743,3.43,3.88,2.98,19-05-rata,dambovita,6573,1120,284,941,1539,1167,1522,19-05-varsta,2019,5,201905
dolj,18523,886,6281,5190,3799,95,1942,330,19-05-educatie,dolj,18523,7618,10905,2626,1402,1224,15897,6216,9681,19-05-medii,dolj,18523,7618,10905,1932,16591,6.97,6.43,7.51,19-05-rata,dolj,18523,1421,1011,3314,5609,3492,3676,19-05-varsta,2019,5,201905
galati,10532,1439,2163,4500,673,102,1374,281,19-05-educatie,galati,10532,4480,6052,1673,930,743,8859,3550,5309,19-05-medii,galati,10532,4480,6052,1132,9400,5.48,5.22,5.74,19-05-rata,galati,10532,587,365,1599,3348,2122,2511,19-05-varsta,2019,5,201905
giurgiu,1711,253,284,581,376,10,136,71,19-05-educatie,giurgiu,1711,976,735,466,311,155,1245,665,580,19-05-medii,giurgiu,1711,976,735,358,1353,2.09,2.61,1.57,19-05-rata,giurgiu,1711,194,95,276,384,350,412,19-05-varsta,2019,5,201905
gorj,4839,359,315,1500,1297,119,943,306,19-05-educatie,gorj,4839,2220,2619,1401,768,633,3438,1452,1986,19-05-medii,gorj,4839,2220,2619,1497,3342,3.56,3.47,3.65,19-05-rata,gorj,4839,382,184,761,1358,836,1318,19-05-varsta,2019,5,201905
harghita,4804,1243,1295,913,661,44,488,160,19-05-educatie,harghita,4804,2109,2695,1387,707,680,3417,1402,2015,19-05-medii,harghita,4804,2109,2695,992,3812,3.56,3.66,3.46,19-05-rata,harghita,4804,606,329,1092,1318,692,767,19-05-varsta,2019,5,201905
hunedoara,5775,514,508,1568,1405,118,1132,530,19-05-educatie,hunedoara,5775,2979,2796,3841,2015,1826,1934,964,970,19-05-medii,hunedoara,5775,2979,2796,2660,3115,3.27,3.61,2.93,19-05-rata,hunedoara,5775,460,301,1085,1847,1051,1031,19-05-varsta,2019,5,201905
ialomita,4626,440,1121,1587,645,47,732,54,19-05-educatie,ialomita,4626,2067,2559,1437,702,735,3189,1365,1824,19-05-medii,ialomita,4626,2067,2559,789,3837,4.89,4.8,4.98,19-05-rata,ialomita,4626,356,193,787,1378,879,1033,19-05-varsta,2019,5,201905
iasi,8313,674,1735,2961,583,57,2000,303,19-05-educatie,iasi,8313,3632,4681,1221,636,585,7092,2996,4096,19-05-medii,iasi,8313,3632,4681,891,7422,2.82,2.74,2.9,19-05-rata,iasi,8313,535,214,1232,2390,1735,2207,19-05-varsta,2019,5,201905
ilfov,866,121,310,151,137,4,64,79,19-05-educatie,ilfov,866,463,403,166,99,67,700,364,336,19-05-medii,ilfov,866,463,403,278,588,0.45,0.56,0.34,19-05-rata,ilfov,866,95,43,177,254,131,166,19-05-varsta,2019,5,201905
maramures,6181,145,2970,1217,856,86,617,290,19-05-educatie,maramures,6181,2998,3183,3055,1513,1542,3126,1485,1641,19-05-medii,maramures,6181,2998,3183,1307,4874,3.11,3.33,2.89,19-05-rata,maramures,6181,954,455,1211,1687,999,875,19-05-varsta,2019,5,201905
mehedinti,7011,0,1537,3472,1047,32,831,92,19-05-educatie,mehedinti,7011,2855,4156,1260,588,672,5751,2267,3484,19-05-medii,mehedinti,7011,2855,4156,1058,5953,6.73,6.01,7.45,19-05-rata,mehedinti,7011,282,198,1630,2564,1078,1259,19-05-varsta,2019,5,201905
mures,6009,1182,2151,1430,488,57,561,140,19-05-educatie,mures,6009,2620,3389,1056,562,494,4953,2058,2895,19-05-medii,mures,6009,2620,3389,903,5106,2.56,2.59,2.53,19-05-rata,mures,6009,765,373,1471,1642,873,885,19-05-varsta,2019,5,201905
neamt,6876,932,1104,2134,813,53,1668,172,19-05-educatie,neamt,6876,2928,3948,1155,582,573,5721,2346,3375,19-05-medii,neamt,6876,2928,3948,1182,5694,3.81,3.62,4.0,19-05-rata,neamt,6876,629,353,1178,1990,1300,1426,19-05-varsta,2019,5,201905
olt,8541,1887,826,3028,1371,62,1335,32,19-05-educatie,olt,8541,3577,4964,1685,855,830,6856,2722,4134,19-05-medii,olt,8541,3577,4964,967,7574,5.28,4.85,5.71,19-05-rata,olt,8541,539,342,1351,2634,1692,1983,19-05-varsta,2019,5,201905
prahova,6491,610,1402,1490,1369,119,1126,375,19-05-educatie,prahova,6491,3110,3381,2040,1085,955,4451,2025,2426,19-05-medii,prahova,6491,3110,3381,2065,4426,2.21,2.46,1.96,19-05-rata,prahova,6491,457,257,1133,1987,1361,1296,19-05-varsta,2019,5,201905
salaj,4166,631,1280,1083,718,38,269,147,19-05-educatie,salaj,4166,1736,2430,813,442,371,3353,1294,2059,19-05-medii,salaj,3445,1529,1916,368,3077,2.33,2.26,2.4,19-05-rata,salaj,4166,517,291,904,1080,718,656,19-05-varsta,2019,5,201905
satumare,3445,410,1685,886,193,7,197,67,19-05-educatie,satumare,3445,1529,1916,656,344,312,2789,1185,1604,19-05-medii,satumare,4166,1736,2430,720,3446,4.05,3.76,4.34,19-05-rata,satumare,3445,396,226,871,967,473,512,19-05-varsta,2019,5,201905
sibiu,3280,469,883,817,486,37,391,197,19-05-educatie,sibiu,3280,1522,1758,1068,521,547,2212,1001,1211,19-05-medii,sibiu,3280,1522,1758,874,2406,1.66,1.74,1.58,19-05-rata,sibiu,3280,327,187,640,895,544,687,19-05-varsta,2019,5,201905
suceava,10017,651,2203,2291,2515,156,1868,333,19-05-educatie,suceava,10017,4277,5740,2608,1308,1300,7409,2969,4440,19-05-medii,suceava,10017,4277,5740,2573,7444,4.36,4.14,4.58,19-05-rata,suceava,10017,1175,667,1970,2858,1521,1826,19-05-varsta,2019,5,201905
teleorman,9602,445,1178,5328,1378,37,1191,45,19-05-educatie,teleorman,9602,4024,5578,2165,1092,1073,7437,2932,4505,19-05-medii,teleorman,9602,4024,5578,1253,8349,6.52,5.64,7.4,19-05-rata,teleorman,9602,648,508,1665,2724,1954,2103,19-05-varsta,2019,5,201905
timis,2717,383,317,579,535,38,485,380,19-05-educatie,timis,2717,1445,1272,1299,715,584,1418,730,688,19-05-medii,timis,2717,1445,1272,1316,1401,0.78,0.92,0.64,19-05-rata,timis,2717,255,151,498,756,508,549,19-05-varsta,2019,5,201905
tulcea,2478,0,473,1272,437,0,264,32,19-05-educatie,tulcea,2478,1181,1297,636,364,272,1842,817,1025,19-05-medii,tulcea,2478,1181,1297,556,1922,2.93,2.99,2.87,19-05-rata,tulcea,2478,399,121,413,625,464,456,19-05-varsta,2019,5,201905
valcea,4587,260,481,1271,1054,89,1110,322,19-05-educatie,valcea,4587,2160,2427,1560,798,762,3027,1362,1665,19-05-medii,valcea,10333,4123,6210,753,9580,7.51,6.31,8.71,19-05-rata,valcea,4587,358,224,835,1406,1012,752,19-05-varsta,2019,5,201905
vaslui,10333,425,2026,3983,848,49,2943,59,19-05-educatie,vaslui,10333,4123,6210,1170,578,592,9163,3545,5618,19-05-medii,vaslui,4587,2160,2427,1576,3011,2.87,3.1,2.64,19-05-rata,vaslui,10333,424,309,1757,3576,2079,2188,19-05-varsta,2019,5,201905
vrancea,5013,413,1403,1759,746,45,518,129,19-05-educatie,vrancea,5013,2159,2854,951,457,494,4062,1702,2360,19-05-medii,vrancea,5013,2159,2854,688,4325,3.65,3.35,3.95,19-05-rata,vrancea,5013,456,257,846,1319,960,1175,19-05-varsta,2019,5,201905
alba,4671,649,693,1496,799,37,776,221,19-06-educatie,alba,4671,2096,2575,1623,839,784,3048,1257,1791,19-06-medii,alba,4671,2096,2575,1332,3339,2.78,2.74,2.81,19-06-rata,alba,4671,393,270,914,1323,859,912,19-06-varsta,2019,6,201906
arad,2882,389,578,530,991,21,218,155,19-06-educatie,arad,2882,1458,1424,1162,628,534,1720,830,890,19-06-medii,arad,2882,1458,1424,683,2199,2.78,2.74,2.81,19-06-rata,arad,2882,845,103,315,613,463,543,19-06-varsta,2019,6,201906
arges,7414,713,1872,2398,1044,75,1025,287,19-06-educatie,arges,7414,3517,3897,1179,673,506,6235,2844,3391,19-06-medii,arges,7414,3517,3897,1669,5745,2.78,2.74,2.81,19-06-rata,arges,7414,660,399,1416,2079,1385,1475,19-06-varsta,2019,6,201906
bacau,10802,1776,946,3262,2920,98,1412,388,19-06-educatie,bacau,10802,4301,6501,2359,961,1398,8443,3340,5103,19-06-medii,bacau,10802,4301,6501,1387,9415,2.78,2.74,2.81,19-06-rata,bacau,10802,918,994,1638,2647,2278,2327,19-06-varsta,2019,6,201906
bihor,3348,411,679,674,734,55,437,358,19-06-educatie,bihor,3348,1745,1603,1065,619,446,2283,1126,1157,19-06-medii,bihor,3348,1745,1603,1314,2034,2.78,2.74,2.81,19-06-rata,bihor,3348,283,179,625,905,706,650,19-06-varsta,2019,6,201906
bistrita,3273,270,316,1119,856,47,472,193,19-06-educatie,bistrita,3273,1665,1608,1118,659,459,2155,1006,1149,19-06-medii,bistrita,3273,1665,1608,1411,1862,2.78,2.74,2.81,19-06-rata,bistrita,3273,320,183,610,878,667,615,19-06-varsta,2019,6,201906
botosani,3604,159,1041,1058,634,50,556,106,19-06-educatie,botosani,3604,1617,1987,1240,603,637,2364,1014,1350,19-06-medii,botosani,3604,1617,1987,694,2910,2.78,2.74,2.81,19-06-rata,botosani,3604,309,140,522,1098,662,873,19-06-varsta,2019,6,201906
braila,4503,717,1099,1650,406,40,439,152,19-06-educatie,braila,4503,1792,2711,1150,515,635,3353,1277,2076,19-06-medii,braila,4503,1792,2711,540,3963,2.78,2.74,2.81,19-06-rata,braila,4503,426,212,803,1335,666,1061,19-06-varsta,2019,6,201906
brasov,5777,1279,1251,1292,1123,51,527,254,19-06-educatie,brasov,5777,2657,3120,1822,974,848,3955,1683,2272,19-06-medii,brasov,5777,2657,3120,844,4933,2.78,2.74,2.81,19-06-rata,brasov,5777,952,363,1171,1350,921,1020,19-06-varsta,2019,6,201906
bucuresti,15525,26,136,2628,5282,290,2794,4369,19-06-educatie,buc,15525,8294,7231,15525,8294,7231,0,0,0,19-06-medii,buc,15525,8294,7231,1864,13661,2.78,2.74,2.81,19-06-rata,buc,15525,144,1350,3928,4589,2836,2678,19-06-varsta,2019,6,201906
buzau,11430,2237,2429,3820,1254,55,1525,110,19-06-educatie,buzau,11430,4678,6752,1959,1009,950,9471,3669,5802,19-06-medii,buzau,11430,4678,6752,1090,10340,2.78,2.74,2.81,19-06-rata,buzau,11430,882,472,1983,3377,2081,2635,19-06-varsta,2019,6,201906
calarasi,3270,380,871,1121,493,23,336,46,19-06-educatie,calarasi,3270,1576,1694,690,353,337,2580,1223,1357,19-06-medii,calarasi,3270,1576,1694,396,2874,2.78,2.74,2.81,19-06-rata,calarasi,3270,382,156,642,855,568,667,19-06-varsta,2019,6,201906
